model,dataset,ablation,seed,variant,block_len,n_windows,test_stride,MAE,RMSE,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAE_P,RMSE_P,MAE_WS,RMSE_WS
Transformer,jena,full,3,A_end,16,2782,5,6.3990983963012695,10.445192337036133,4.628161430358887,5.735555171966553,15.307345390319824,19.155614852905273,4.47822380065918,5.830996513366699,1.182660460472107,1.6041936874389648
Transformer,jena,full,3,B_start,16,2782,5,3.482271671295166,5.624565601348877,2.938729763031006,3.613076448440552,7.445277690887451,9.919475555419922,2.681964635848999,3.685197591781616,0.8631162643432617,1.229621171951294
Transformer,jena,full,4,none,16,2782,5,3.399409532546997,5.533504486083984,2.8507556915283203,3.5613605976104736,7.319789409637451,9.77099895477295,2.5578396320343018,3.5700979232788086,0.8692549467086792,1.2559337615966797
Transformer,jena,full,4,A_end,16,2782,5,5.733821868896484,9.276848793029783,4.186531066894531,5.213119029998779,13.198530197143556,16.77658462524414,4.4085540771484375,5.755616664886475,1.1416674852371216,1.5755070447921753
Transformer,jena,full,4,B_start,16,2782,5,3.400458335876465,5.521317481994629,2.8261497020721436,3.526639699935913,7.3319807052612305,9.756625175476074,2.572661876678467,3.5671870708465576,0.8710401058197021,1.2593915462493896
XAI-MeteoFormer,jena,no_revin,0,none,16,2782,5,2.988225221633911,5.236400604248047,1.9383310079574585,2.5562939643859863,7.0736823081970215,9.598976135253906,2.090986967086792,3.0878829956054688,0.8499001860618591,1.2122578620910645
XAI-MeteoFormer,jena,no_revin,0,A_end,16,2782,5,4.898222923278809,7.823161602020264,3.0983450412750244,3.9980666637420654,10.886089324951172,13.852267265319824,4.532162189483643,5.900819301605225,1.0762957334518433,1.4553046226501465
XAI-MeteoFormer,jena,no_revin,0,B_start,16,2782,5,3.091097593307495,5.3594160079956055,1.9524970054626465,2.559959173202514,7.443799018859863,9.863240242004396,2.1046745777130127,3.093888998031616,0.8634203672409058,1.2183207273483276
XAI-MeteoFormer,jena,no_revin,1,none,16,2782,5,3.006019592285156,5.2449774742126465,1.9138895273208616,2.513842821121216,7.146178722381592,9.628876686096191,2.112725019454956,3.088857650756836,0.8512839674949646,1.209727168083191
XAI-MeteoFormer,jena,no_revin,1,A_end,16,2782,5,5.510873794555664,9.032914161682127,3.684072256088257,4.808927536010742,12.713326454162598,16.33086585998535,4.516640663146973,5.8542680740356445,1.12945294380188,1.5095478296279907
XAI-MeteoFormer,jena,no_revin,1,B_start,16,2782,5,3.013970851898194,5.260338306427002,1.9241806268692017,2.5278549194335938,7.165590286254883,9.657979011535645,2.114657402038574,3.090775966644287,0.8514564037322998,1.2104215621948242
XAI-MeteoFormer,jena,no_revin,2,none,16,2782,5,3.038917064666748,5.3247504234313965,1.9424089193344116,2.521497964859009,7.213947772979736,9.767426490783691,2.149771928787231,3.1828882694244385,0.8495400547981262,1.2330905199050903
XAI-MeteoFormer,jena,no_revin,2,A_end,16,2782,5,5.0858283042907715,8.262956619262695,3.2005274295806885,4.177171230316162,11.61028289794922,14.82000732421875,4.4677205085754395,5.820311069488525,1.064784049987793,1.4657542705535889
XAI-MeteoFormer,jena,no_revin,2,B_start,16,2782,5,3.029093027114868,5.299278736114502,1.929271578788757,2.509025812149048,7.188355445861816,9.715672492980955,2.149496078491211,3.1815848350524902,0.8492490649223328,1.2318469285964966
XAI-MeteoFormer,jena,no_revin,3,none,16,2782,5,3.0373713970184326,5.2230377197265625,1.9648680686950684,2.551682710647583,7.130621433258057,9.542409896850586,2.2025725841522217,3.1748437881469727,0.8514224886894226,1.2133233547210691
XAI-MeteoFormer,jena,no_revin,3,A_end,16,2782,5,5.581385135650635,9.19540023803711,3.520918130874634,4.538026332855225,13.04759407043457,16.70355224609375,4.651916027069092,6.026113986968994,1.105112075805664,1.5182538032531738
XAI-MeteoFormer,jena,no_revin,3,B_start,16,2782,5,3.0358259677886963,5.232442378997803,1.9480485916137695,2.5314505100250244,7.140392303466797,9.569555282592772,2.2024502754211426,3.1718461513519287,0.8524135947227478,1.211851954460144
XAI-MeteoFormer,jena,no_revin,4,none,16,2782,5,3.068779468536377,5.324689865112305,2.0012965202331543,2.5764195919036865,7.254331588745117,9.762453079223633,2.1750588417053223,3.159536123275757,0.8444304466247559,1.2178643941879272
XAI-MeteoFormer,jena,no_revin,4,A_end,16,2782,5,5.176207542419434,8.474169731140137,3.4146339893341064,4.4428324699401855,11.714648246765137,15.195234298706056,4.506105422973633,5.868603229522705,1.0694422721862793,1.473699688911438
XAI-MeteoFormer,jena,no_revin,4,B_start,16,2782,5,3.056281089782715,5.270177364349365,1.980333924293518,2.587700843811035,7.219521999359131,9.642156600952148,2.174391031265259,3.1530723571777344,0.8508776426315308,1.2205945253372192
iTransformer,jena,full,0,none,16,2782,5,3.288175582885742,5.588876724243164,2.269477605819702,2.9960074424743652,7.527232646942139,10.104509353637695,2.439718723297119,3.4836623668670654,0.916273832321167,1.314948320388794
iTransformer,jena,full,0,A_end,16,2782,5,5.113769054412842,8.110198974609375,3.358506679534912,4.279703140258789,11.256011009216309,14.296298027038574,4.652871131896973,6.134544372558594,1.1876851320266724,1.663934350013733
iTransformer,jena,full,0,B_start,16,2782,5,3.3679428100585938,5.775422096252441,2.2294065952301025,2.9628922939300537,7.860310077667236,10.521221160888672,2.455566883087158,3.4898746013641357,0.9264905452728271,1.329652190208435
iTransformer,jena,full,1,none,16,2782,5,3.300823450088501,5.546503067016602,2.270618438720703,2.9874987602233887,7.4864182472229,9.979677200317385,2.523813962936402,3.578183174133301,0.9224428534507751,1.3161641359329224
iTransformer,jena,full,1,A_end,16,2782,5,5.072171211242676,8.03596305847168,3.366471767425537,4.281052112579346,11.11543083190918,14.15300464630127,4.634280204772949,6.083165168762207,1.1725010871887207,1.6330825090408323
iTransformer,jena,full,1,B_start,16,2782,5,3.362325668334961,5.67840576171875,2.2311084270477295,2.956943988800049,7.754988670349121,10.277273178100586,2.5333611965179443,3.5856847763061523,0.9298465847969056,1.3244400024414062
iTransformer,jena,full,2,none,16,2782,5,3.2941665649414062,5.570677280426025,2.372168779373169,3.1234185695648193,7.463581562042236,10.031200408935549,2.418938159942627,3.4580252170562744,0.9219775795936584,1.3383194208145142
iTransformer,jena,full,2,A_end,16,2782,5,5.2174072265625,8.261228561401367,3.5739309787750244,4.568976879119873,11.402408599853516,14.5232515335083,4.695099353790283,6.1933465003967285,1.1981916427612305,1.6833629608154297
iTransformer,jena,full,2,B_start,16,2782,5,3.389000177383423,5.784683704376221,2.3214573860168457,3.0847177505493164,7.871501922607422,10.517736434936523,2.4228198528289795,3.446268320083618,0.940222978591919,1.35470449924469
iTransformer,jena,full,3,none,16,2782,5,3.2937235832214355,5.55104923248291,2.3738183975219727,3.116952896118164,7.49164628982544,10.000234603881836,2.3889825344085693,3.4328877925872803,0.92044597864151,1.3235514163970947
iTransformer,jena,full,3,A_end,16,2782,5,5.138838291168213,8.093789100646973,3.49538516998291,4.437521934509277,11.207679748535156,14.215821266174316,4.659852027893066,6.119194984436035,1.192439317703247,1.6768754720687866
iTransformer,jena,full,3,B_start,16,2782,5,3.345623016357422,5.700902938842773,2.289592742919922,3.0402114391326904,7.792184352874756,10.356878280639648,2.3707480430603027,3.4221813678741455,0.9299647808074952,1.3349223136901855
iTransformer,jena,full,4,none,16,2782,5,3.321370840072632,5.579033374786377,2.3922653198242188,3.155045509338379,7.557535171508789,10.047599792480469,2.407651901245117,3.442300081253052,0.9280295968055724,1.320777177810669
iTransformer,jena,full,4,A_end,16,2782,5,5.186108589172363,8.230561256408691,3.498556613922119,4.4411115646362305,11.387958526611328,14.536701202392578,4.656479835510254,6.097875595092773,1.2014371156692505,1.6569005250930786
iTransformer,jena,full,4,B_start,16,2782,5,3.3956429958343506,5.72847318649292,2.350576162338257,3.1109938621520996,7.84942626953125,10.379985809326172,2.442490577697754,3.472836494445801,0.9400815367698668,1.3336580991744995
Autoformer,beijing_aotizhongxin,full,0,none,16,3448,2,5.453206539154053,9.625659942626951,3.003953456878662,3.86590027809143,14.060497283935549,18.08789825439453,4.002580642700195,5.234429359436035,0.7457962036132812,1.0473029613494873
Autoformer,beijing_aotizhongxin,full,0,A_end,16,3448,2,6.086750030517578,10.62063694000244,3.335679531097412,4.255428791046143,15.867406845092772,19.996246337890625,4.352703094482422,5.659303188323975,0.791214108467102,1.0979301929473877
Autoformer,beijing_aotizhongxin,full,0,B_start,16,3448,2,5.615106582641602,9.863973617553713,3.141209602355957,4.026525974273682,14.493775367736816,18.54115104675293,4.058004856109619,5.297387599945068,0.7674347162246704,1.0688320398330688
Autoformer,beijing_aotizhongxin,full,1,none,16,3448,2,5.516462802886963,9.701563835144045,3.2457120418548584,4.123070240020752,14.08009910583496,18.19046211242676,4.00641393661499,5.246273040771484,0.7336245179176331,1.032184600830078
Autoformer,beijing_aotizhongxin,full,1,A_end,16,3448,2,5.977953910827637,10.472588539123535,3.3267831802368164,4.23682165145874,15.449322700500488,19.682296752929688,4.361673831939697,5.674405574798584,0.774032473564148,1.0761502981185913
Autoformer,beijing_aotizhongxin,full,1,B_start,16,3448,2,5.6562299728393555,9.94622802734375,3.3398735523223877,4.261974811553955,14.472556114196776,18.661020278930664,4.062444686889648,5.311176300048828,0.7500448226928711,1.0502952337265017
Autoformer,beijing_aotizhongxin,full,2,none,16,3448,2,5.427212238311768,9.516438484191896,3.359353542327881,4.338207244873047,13.70775318145752,17.774776458740234,3.914022207260132,5.1400909423828125,0.7277214527130127,1.0330530405044556
Autoformer,beijing_aotizhongxin,full,2,A_end,16,3448,2,6.061340808868408,10.596611976623535,3.47040057182312,4.383716583251953,15.629767417907717,19.91545295715332,4.35781192779541,5.668488502502441,0.7873852849006653,1.0857045650482178
Autoformer,beijing_aotizhongxin,full,2,B_start,16,3448,2,5.589292049407959,9.834819793701172,3.4835944175720215,4.458106517791748,14.168009757995604,18.41436004638672,3.952815294265747,5.1779584884643555,0.7527468204498291,1.0583988428115845
Autoformer,beijing_aotizhongxin,full,3,none,16,3448,2,5.438113212585449,9.50266170501709,3.221625328063965,4.130844593048096,13.892617225646973,17.79829216003418,3.9212186336517334,5.131739139556885,0.7169917225837708,1.0121809244155884
Autoformer,beijing_aotizhongxin,full,3,A_end,16,3448,2,6.068546295166016,10.545889854431152,3.4648373126983643,4.374146938323975,15.721981048583984,19.827463150024418,4.306811809539795,5.607808589935303,0.7805535793304443,1.0743335485458374
Autoformer,beijing_aotizhongxin,full,3,B_start,16,3448,2,5.621817588806152,9.866493225097656,3.2928783893585205,4.220195293426514,14.483860969543455,18.53676414489746,3.962033748626709,5.182605743408203,0.7484927177429199,1.0533978939056396
Autoformer,beijing_aotizhongxin,full,4,none,16,3448,2,5.472369194030762,9.400943756103516,3.5786073207855225,4.522511959075928,13.623432159423828,17.475643157958984,3.9478251934051514,5.1602044105529785,0.7396132349967957,1.015916347503662
Autoformer,beijing_aotizhongxin,full,4,A_end,16,3448,2,6.1358466148376465,10.616562843322754,3.6258976459503174,4.563043117523193,15.794650077819824,19.9298095703125,4.325369834899902,5.626462459564209,0.7974754571914673,1.0816140174865725
Autoformer,beijing_aotizhongxin,full,4,B_start,16,3448,2,5.668046474456787,9.76711368560791,3.6910054683685303,4.653369426727295,14.194573402404783,18.204654693603516,4.023398399353027,5.237524032592773,0.7632123827934265,1.0445500612258911
Crossformer,beijing_aotizhongxin,full,0,none,16,3448,2,4.35451602935791,8.125665664672852,3.1220436096191406,3.9812004566192623,11.377168655395508,15.408371925354004,2.2699155807495117,3.1584417819976807,0.6489336490631104,0.928522527217865
Crossformer,beijing_aotizhongxin,full,0,A_end,16,3448,2,6.338088512420654,11.254154205322266,3.904160976409912,4.862024784088135,16.770475387573242,21.339107513427734,3.921548366546631,5.144925117492676,0.7561730742454529,1.0755517482757568
Crossformer,beijing_aotizhongxin,full,0,B_start,16,3448,2,4.3851318359375,8.138947486877441,3.103545665740967,3.922307968139648,11.502269744873049,15.448647499084473,2.2841861248016357,3.1710124015808105,0.6505260467529297,0.9323908686637878
Crossformer,beijing_aotizhongxin,full,1,none,16,3448,2,4.329763412475586,8.199750900268555,3.3658864498138428,4.160665988922119,11.05056858062744,15.501075744628906,2.250610113143921,3.229984760284424,0.6519885659217834,0.9572609066963196
Crossformer,beijing_aotizhongxin,full,1,A_end,16,3448,2,6.638341903686523,11.97465991973877,4.289516925811768,5.32928991317749,17.473190307617188,22.711362838745117,4.021420001983643,5.303362846374512,0.7692374587059021,1.1121673583984375
Crossformer,beijing_aotizhongxin,full,1,B_start,16,3448,2,4.37123966217041,8.232375144958496,3.3807473182678223,4.170296669006348,11.192469596862791,15.568190574645996,2.2566704750061035,3.225785732269287,0.6550697684288025,0.9604099988937378
Crossformer,beijing_aotizhongxin,full,2,none,16,3448,2,4.2098822593688965,7.839414119720459,2.9743971824645996,3.744769096374512,11.065814018249512,14.884621620178224,2.147599458694458,3.061018228530884,0.6517223119735718,0.9383456707000732
Crossformer,beijing_aotizhongxin,full,2,A_end,16,3448,2,6.244997024536133,11.03343677520752,3.907005548477173,4.843283176422119,16.414100646972656,20.874568939208984,3.900153398513794,5.153257846832275,0.758729100227356,1.0889455080032349
Crossformer,beijing_aotizhongxin,full,2,B_start,16,3448,2,4.239328861236572,7.836516857147217,2.987865447998047,3.732126712799072,11.160003662109377,14.88035774230957,2.1545021533966064,3.0655786991119385,0.6549443602561951,0.9446706175804138
Crossformer,beijing_aotizhongxin,full,3,none,16,3448,2,4.122628688812256,7.811014175415039,2.937739849090576,3.6783645153045654,10.72181224822998,14.82911205291748,2.1835238933563232,3.1203792095184326,0.6474365592002869,0.9370564818382264
Crossformer,beijing_aotizhongxin,full,3,A_end,16,3448,2,6.2953691482543945,11.318285942077637,3.8865854740142822,4.814676761627197,16.672136306762695,21.500621795654297,3.860980749130249,5.074969291687012,0.7617719769477844,1.0959558486938477
Crossformer,beijing_aotizhongxin,full,3,B_start,16,3448,2,4.186624050140381,7.866151809692383,3.033656358718872,3.7379870414733887,10.85552215576172,14.928216934204102,2.200347423553467,3.1271352767944336,0.6569694876670837,0.9498483538627625
Crossformer,beijing_aotizhongxin,full,4,none,16,3448,2,4.221869945526123,8.068222045898438,2.8124868869781494,3.6014773845672607,11.234950065612791,15.383090019226074,2.1858975887298584,3.143174886703491,0.6541458964347839,0.9461604356765748
Crossformer,beijing_aotizhongxin,full,4,A_end,16,3448,2,6.175345420837402,11.012022972106934,3.7875161170959473,4.728456497192383,16.312908172607422,20.87441062927246,3.855149269104004,5.0820231437683105,0.7458101511001587,1.0641498565673828
Crossformer,beijing_aotizhongxin,full,4,B_start,16,3448,2,4.29422664642334,8.140998840332031,2.8862617015838623,3.632707357406616,11.434572219848633,15.528627395629885,2.196159839630127,3.140123128890991,0.6599133610725403,0.9530345797538756
DLinear,beijing_aotizhongxin,full,0,none,16,3448,2,4.369560718536377,8.361708641052246,2.0661187171936035,2.666856050491333,11.884232521057127,16.016822814941406,2.808088779449463,3.875969409942627,0.7197990417480469,0.9993974566459656
DLinear,beijing_aotizhongxin,full,0,A_end,16,3448,2,6.573740005493164,11.887069702148438,3.4264979362487793,4.260109901428223,17.967344284057617,22.7618350982666,3.978196620941162,5.232443332672119,0.922921895980835,1.257609724998474
DLinear,beijing_aotizhongxin,full,0,B_start,16,3448,2,4.495561122894287,8.507128715515137,2.1720569133758545,2.7671196460723877,12.244956016540527,16.295961380004883,2.8401970863342285,3.905912160873413,0.7250341773033142,1.0066689252853394
DLinear,beijing_aotizhongxin,full,1,none,16,3448,2,4.369390964508057,8.371862411499023,2.057997465133667,2.6750528812408447,11.879593849182127,16.034250259399414,2.8194310665130615,3.88573694229126,0.7205449938774109,1.0001050233840942
DLinear,beijing_aotizhongxin,full,1,A_end,16,3448,2,6.552506446838379,11.85244846343994,3.390796899795532,4.226962089538574,17.90228843688965,22.69136619567871,3.9959464073181152,5.2516350746154785,0.9209928512573242,1.2558436393737793
DLinear,beijing_aotizhongxin,full,1,B_start,16,3448,2,4.498173236846924,8.516719818115234,2.172818422317505,2.776425361633301,12.24285888671875,16.312646865844727,2.8509511947631836,3.913079261779785,0.7260618805885315,1.0074150562286377
DLinear,beijing_aotizhongxin,full,2,none,16,3448,2,4.3538594245910645,8.395482063293457,1.987942099571228,2.6039905548095703,11.880099296569824,16.09421730041504,2.82346773147583,3.888773679733277,0.7239307165145874,1.004647135734558
DLinear,beijing_aotizhongxin,full,2,A_end,16,3448,2,6.626922130584717,12.003872871398926,3.42883563041687,4.263298988342285,18.13829803466797,22.99418830871582,4.0091047286987305,5.277674198150635,0.931450128555298,1.268764853477478
DLinear,beijing_aotizhongxin,full,2,B_start,16,3448,2,4.476984977722168,8.534965515136719,2.093578100204468,2.699655294418335,12.226293563842772,16.361303329467773,2.8588171005249023,3.92148232460022,0.7292559146881104,1.012008547782898
DLinear,beijing_aotizhongxin,full,3,none,16,3448,2,4.357109069824219,8.376359939575195,2.015301465988159,2.6326940059661865,11.876840591430664,16.051349639892578,2.8140552043914795,3.882359027862549,0.7222381830215454,1.001985788345337
DLinear,beijing_aotizhongxin,full,3,A_end,16,3448,2,6.617506980895996,11.96971035003662,3.437023162841797,4.2763543128967285,18.1049861907959,22.923873901367188,4.0002617835998535,5.264016151428223,0.92775559425354,1.2628469467163086
DLinear,beijing_aotizhongxin,full,3,B_start,16,3448,2,4.482875347137451,8.520601272583008,2.1247096061706543,2.730580568313598,12.22889804840088,16.32798957824707,2.849968433380127,3.914518356323242,0.7279231548309326,1.0098356008529663
DLinear,beijing_aotizhongxin,full,4,none,16,3448,2,4.35453462600708,8.383804321289062,1.999314546585083,2.6157662868499756,11.877182006835938,16.068931579589844,2.8197431564331055,3.8852992057800297,0.7219027876853943,1.0021892786026
DLinear,beijing_aotizhongxin,full,4,A_end,16,3448,2,6.562374591827393,11.887777328491213,3.3786351680755615,4.207115650177002,17.95001792907715,22.76725959777832,3.9974989891052246,5.257894039154053,0.923346757888794,1.2583767175674438
DLinear,beijing_aotizhongxin,full,4,B_start,16,3448,2,4.481043338775635,8.524224281311035,2.110788345336914,2.7157371044158936,12.235065460205078,16.338146209716797,2.851229429244995,3.914156436920166,0.7270907163619995,1.0093002319335938
Informer,beijing_aotizhongxin,full,0,none,16,3448,2,4.872472763061523,8.891162872314453,3.6927430629730225,4.605185031890869,12.245089530944824,16.71868133544922,2.847269058227539,3.810931921005249,0.7047895193099976,0.9827799201011658
Informer,beijing_aotizhongxin,full,0,A_end,16,3448,2,7.057522773742676,12.658203125,4.442418575286865,5.588793754577637,18.69512367248535,24.033252716064453,4.23529052734375,5.540134906768799,0.8572549819946289,1.1813665628433228
Informer,beijing_aotizhongxin,full,0,B_start,16,3448,2,5.211524486541748,9.388776779174805,3.841952800750733,4.7545647621154785,13.26141357421875,17.69545555114746,3.002938747406006,3.975868225097656,0.7397897839546204,1.0266057252883911
Informer,beijing_aotizhongxin,full,1,none,16,3448,2,4.818819522857666,8.996460914611816,3.561004161834717,4.614478588104248,12.5004301071167,17.01943588256836,2.5105667114257812,3.435020446777344,0.7032778263092041,0.9955995082855223
Informer,beijing_aotizhongxin,full,1,A_end,16,3448,2,6.964269161224365,12.603135108947754,4.5175461769104,5.734318256378174,18.610332489013672,23.9825382232666,3.873962163925171,5.087829113006592,0.8552364110946655,1.1939188241958618
Informer,beijing_aotizhongxin,full,1,B_start,16,3448,2,5.029033660888672,9.304779052734377,3.6616904735565186,4.678173542022705,13.113457679748535,17.635055541992188,2.618697166442871,3.518969774246216,0.7222893238067627,1.025690674781799
Informer,beijing_aotizhongxin,full,2,none,16,3448,2,4.991203784942627,9.212797164916992,3.426748752593994,4.388827800750732,12.902446746826172,17.450450897216797,2.937562942504883,3.841113805770874,0.6980528235435486,0.984009325504303
Informer,beijing_aotizhongxin,full,2,A_end,16,3448,2,7.0016398429870605,12.779857635498049,4.199550628662109,5.345297813415527,18.932083129882812,24.413570404052734,4.030068397521973,5.229517936706543,0.8448569178581238,1.1646908521652222
Informer,beijing_aotizhongxin,full,2,B_start,16,3448,2,5.254514217376709,9.680627822875977,3.5126700401306152,4.44254207611084,13.835567474365234,18.42319679260254,2.952056884765625,3.831332206726074,0.7177628874778748,1.0142570734024048
Informer,beijing_aotizhongxin,full,3,none,16,3448,2,4.941882610321045,8.8819580078125,3.973705291748047,4.975512981414795,12.201309204101562,16.58924674987793,2.9136927127838135,3.827603340148926,0.6788243055343628,0.9732694625854492
Informer,beijing_aotizhongxin,full,3,A_end,16,3448,2,7.055626392364502,12.572654724121094,4.717914581298828,5.916967868804932,18.570497512817383,23.812259674072266,4.111341953277588,5.377408504486084,0.8227485418319702,1.155755639076233
Informer,beijing_aotizhongxin,full,3,B_start,16,3448,2,5.21882438659668,9.285370826721191,4.067220687866211,5.033536434173584,13.10782527923584,17.412126541137695,2.994673013687134,3.9158976078033447,0.7055796980857849,1.0097427368164062
Informer,beijing_aotizhongxin,full,4,none,16,3448,2,5.051440238952637,8.867280006408691,4.102015495300293,5.064554691314697,12.290178298950195,16.48569679260254,3.126112937927246,4.017209529876709,0.687455952167511,0.974036991596222
Informer,beijing_aotizhongxin,full,4,A_end,16,3448,2,7.08834981918335,12.475046157836914,4.794417858123779,5.961675643920898,18.458093643188477,23.572742462158203,4.266275882720947,5.47242546081543,0.8346141576766968,1.1592220067977903
Informer,beijing_aotizhongxin,full,4,B_start,16,3448,2,5.1437602043151855,8.976771354675293,4.113821506500244,5.033501625061035,12.546625137329102,16.70514488220215,3.215998649597168,4.1160359382629395,0.6985949873924255,0.994921624660492
LSTM,beijing_aotizhongxin,full,0,none,16,3448,2,4.326546669006348,8.150861740112305,2.4971861839294434,3.2597711086273193,11.607135772705078,15.55646800994873,2.5189297199249268,3.487318754196167,0.6829322576522827,0.977255403995514
LSTM,beijing_aotizhongxin,full,0,A_end,16,3448,2,7.004890441894531,12.742867469787598,3.745685577392578,4.714588165283203,19.16590690612793,24.37332344055176,4.249677658081055,5.640178203582764,0.8582962155342102,1.1936135292053225
LSTM,beijing_aotizhongxin,full,0,B_start,16,3448,2,4.4075493812561035,8.261836051940918,2.485068082809448,3.2418534755706787,11.881046295166016,15.778898239135742,2.5693109035491943,3.5463013648986816,0.6947748064994812,0.9860154390335084
LSTM,beijing_aotizhongxin,full,1,none,16,3448,2,4.386227130889893,8.103497505187988,2.579237937927246,3.357558012008667,11.589940071105955,15.38602352142334,2.680532217025757,3.701251268386841,0.6952021718025208,0.9821038842201232
LSTM,beijing_aotizhongxin,full,1,A_end,16,3448,2,6.887449741363525,12.487997055053713,3.659818649291992,4.585392951965332,18.739904403686523,23.85234832763672,4.298302173614502,5.695598602294922,0.8517749905586243,1.18327534198761
LSTM,beijing_aotizhongxin,full,1,B_start,16,3448,2,4.4718918800354,8.239767074584961,2.5761992931365967,3.3545501232147217,11.91243839263916,15.671218872070312,2.6936194896698,3.707817554473877,0.7053108215332031,0.9934770464897156
LSTM,beijing_aotizhongxin,full,2,none,16,3448,2,4.306317329406738,8.081618309020996,2.634486675262451,3.400462865829468,11.388754844665527,15.376168251037598,2.51070785522461,3.507619619369507,0.6913183927536011,0.9783515334129332
LSTM,beijing_aotizhongxin,full,2,A_end,16,3448,2,7.000786304473877,12.773616790771484,3.7135355472564697,4.672479152679443,19.201236724853516,24.450908660888672,4.2264485359191895,5.6187639236450195,0.8619237542152405,1.18812894821167
LSTM,beijing_aotizhongxin,full,2,B_start,16,3448,2,4.376630783081055,8.159152030944824,2.635662078857422,3.405355453491211,11.627676963806152,15.530237197875977,2.542929410934448,3.539677619934082,0.7002550363540649,0.9863733053207396
LSTM,beijing_aotizhongxin,full,3,none,16,3448,2,4.323431968688965,8.086908340454102,2.5872204303741455,3.358166217803955,11.480318069458008,15.39260196685791,2.5288472175598145,3.5262198448181152,0.6973453760147095,0.9739506840705872
LSTM,beijing_aotizhongxin,full,3,A_end,16,3448,2,6.8456315994262695,12.41872501373291,3.719756364822388,4.692278861999512,18.592227935791016,23.713424682617188,4.211976528167725,5.582315921783447,0.8585671186447144,1.1801295280456543
LSTM,beijing_aotizhongxin,full,3,B_start,16,3448,2,4.445437908172607,8.2615385055542,2.610157012939453,3.384843111038208,11.888803482055664,15.741905212402344,2.5726845264434814,3.5742733478546143,0.71010422706604,0.985844910144806
LSTM,beijing_aotizhongxin,full,4,none,16,3448,2,4.371193885803223,8.095385551452637,2.5822622776031494,3.3723628520965576,11.56870460510254,15.384398460388184,2.6409435272216797,3.6226799488067623,0.6928660869598389,0.9822306632995604
LSTM,beijing_aotizhongxin,full,4,A_end,16,3448,2,6.7266998291015625,12.112913131713867,3.602540969848633,4.526694297790527,18.170673370361328,23.08670997619629,4.302918434143066,5.66310453414917,0.8306652307510376,1.154490947723389
LSTM,beijing_aotizhongxin,full,4,B_start,16,3448,2,4.457076072692871,8.219243049621582,2.580094575881958,3.3701577186584473,11.876294136047363,15.637571334838867,2.66915512084961,3.653557777404785,0.7027611136436462,0.9918361306190492
PatchTST,beijing_aotizhongxin,full,0,none,16,3448,2,4.343259811401367,8.323623657226562,2.116692066192627,2.780066967010498,11.981241226196287,15.987760543823242,2.571242332458496,3.5755162239074707,0.7038631439208984,1.0046535730361938
PatchTST,beijing_aotizhongxin,full,0,A_end,16,3448,2,6.353598117828369,11.482359886169434,3.230717182159424,4.054069995880127,17.25933265686035,21.925195693969727,4.0783233642578125,5.368985652923584,0.8460156321525574,1.184362769126892
PatchTST,beijing_aotizhongxin,full,0,B_start,16,3448,2,4.434092044830322,8.47005844116211,2.123464822769165,2.7895071506500244,12.29265022277832,16.282766342163086,2.602144241333008,3.607514142990112,0.7181084752082825,1.0215249061584473
PatchTST,beijing_aotizhongxin,full,1,none,16,3448,2,4.346968650817871,8.314631462097168,2.070628881454468,2.7186620235443115,12.011764526367188,15.97469711303711,2.603445053100586,3.6008126735687256,0.7020339369773865,0.9922286868095398
PatchTST,beijing_aotizhongxin,full,1,A_end,16,3448,2,6.375142574310303,11.537103652954102,3.2690720558166504,4.107421875,17.347370147705078,22.049400329589844,4.0364861488342285,5.2894816398620605,0.8476381897926331,1.1803992986679075
PatchTST,beijing_aotizhongxin,full,1,B_start,16,3448,2,4.456261157989502,8.4685697555542,2.132887601852417,2.7746009826660156,12.345770835876465,16.27916145324707,2.633669376373291,3.6257827281951904,0.7127173542976379,1.0054572820663452
PatchTST,beijing_aotizhongxin,full,2,none,16,3448,2,4.423739910125732,8.395223617553711,2.2575197219848633,2.9413938522338867,12.237135887145996,16.123788833618164,2.504817008972168,3.5084078311920166,0.6954860687255859,0.9908697009086608
PatchTST,beijing_aotizhongxin,full,2,A_end,16,3448,2,6.377500534057617,11.532405853271484,3.2847907543182373,4.1471662521362305,17.294878005981445,22.007421493530273,4.101385116577148,5.394705772399902,0.8289486169815063,1.1649329662322998
PatchTST,beijing_aotizhongxin,full,2,B_start,16,3448,2,4.516264915466309,8.545693397521973,2.2332589626312256,2.909865617752075,12.571209907531738,16.431161880493164,2.5516228675842285,3.5568246841430664,0.7089707255363464,1.007065773010254
PatchTST,beijing_aotizhongxin,full,3,none,16,3448,2,4.412299156188965,8.376826286315918,2.3682398796081543,3.0566797256469727,12.098225593566896,16.076147079467773,2.483914375305176,3.451176881790161,0.698817789554596,0.9942010045051576
PatchTST,beijing_aotizhongxin,full,3,A_end,16,3448,2,6.3929362297058105,11.616928100585938,3.232071876525879,4.110680103302002,17.316421508789062,22.17218589782715,4.171473979949951,5.46392297744751,0.851784348487854,1.2058533430099487
PatchTST,beijing_aotizhongxin,full,3,B_start,16,3448,2,4.513620376586914,8.561488151550293,2.35196852684021,3.033935546875,12.499722480773926,16.464170455932617,2.4819979667663574,3.446579694747925,0.7207912802696228,1.0216268301010132
